year,adm3,adm2,adm1,qfirms,sales,qfixedworkers,wfixedworkers,qfwmonth,qfwfem,wfwfem,qfwmfem,qfwmale,wfwmale,qfwmmale,qflexworkers,wflexworkers,qflwmonth,qflwfem,wflwfem,qflwmfem,qflwmale,wflwmale,qflwmmale,asdf_id,totalworkers,totalwage
2021,Santo Domingo,San Antonio,Valparaiso,2226,23294543.95,4282,1000842.267,2964.415,1494,360473.655,1090.083,2766,640335.168,1873.999,2519,319220.847,876.833,1005,105949.607,369.333,1514,213271.24,507.5,190,6801,1320063.114
2021,Sierra Gorda,Antofagasta,Antofagasta,133,12008800.6,412,1684319.264,240.084,187,589567.0625,111.333,236,1098077.086,128.75,181,319013.6675,55.917,89,134224.7246,32.666,92,184771.1699,23.25,239,593,2003332.932
2021,Talagante,Talagante, Metropolitana de Santiago,3989,11384935.49,13671,1912097.113,8030.663,5987,915851.842,3592.415,7659,997368.657,4438.248,5334,515181.407,2409.248,2398,235049.775,1119.416,2936,280131.632,1289.833,235,19005,2427278.52
2021,Talca,Talca,Maule,15526,45460937.78,60573,8940926.664,36541.403,22358,3895092.714,14989.412,38170,5056075.685,21551.991,27499,2324140.392,10472.824,12825,1023198.908,5074.579,14674,1300941.483,5398.245,107,88072,11265067.06
2021,Talcahuano,Concepcion,Biobio,6369,20853889.36,28857,5010601.056,17657.076,10291,2121985.566,6849.081,18741,2912590.119,10807.995,10636,1097979.894,3963.413,4459,383046.061,1992.915,6177,714933.833,1970.498,175,39493,6108580.95
2021,Taltal,Antofagasta,Antofagasta,736,13406005.78,2098,1950233.812,1457.916,832,732199.6925,642.5,1291,1222810.684,815.416,929,396098.5655,437.916,582,181407.7466,308,347,214673.0449,129.916,229,3027,2346332.378
2021,Temuco,Cautin,La Araucania,19197,63710517.99,88419,13121537.8,51772.479,34396,6015001.823,22473.41,53818,7127972.808,29298.903,32238,2510899.806,11643.989,14820,1175066.789,5569.495,17418,1335832.997,6074.495,13,120657,15632437.61
2021,Teno,Curico,Maule,2138,6688172.83,13229,874444.676,4812.579,4486,372124.568,1777.749,8734,501232.881,3034.83,2169,130180.301,666.499,1045,64501.86,413.667,1124,65678.44,252.833,332,15398,1004624.977
2021,Teodoro Schmidt,Cautin,La Araucania,726,18539688.32,831,2816531.202,449.5,313,1082651.147,160,516,1738430.123,289.5,372,609311.0146,212.25,188,265270.9075,120.917,184,344016.0781,91.334,14,1203,3425842.217
2021,Tierra Amarilla,Copiapo,Atacama,623,12923714.18,2954,1836465.183,1301.249,812,654828.3765,401.417,2139,1184702.826,899.833,1166,442249.8725,543.25,588,194406.3476,271.25,578,247825.7559,271.999,295,4120,2278715.056
2021,Timaukel,Tierra del Fuego,Magallanes y de la Antartica Chilena,24,18232283.45,171,2805777.499,97.584,13,1079069.078,7.917,158,1731258.489,89.667,94,605377.9846,18.917,14,263034.8905,4.167,80,342319.0651,14.75,236,265,3411155.484
2021,Tirua,Arauco,Biobio,376,18365564.84,586,2811613.603,358.584,180,1081792.201,123.917,406,1734371.47,234.667,171,607431.4746,92.166,77,264429.7795,38.75,94,342977.6661,53.417,173,757,3419045.078
2021,Titil,Chacabuco, Metropolitana de Santiago,1109,3834915.83,3395,426364.172,1893.498,1125,143005.481,617.583,2310,294521.211,1275.916,1464,127464.593,553.999,649,61420.632,308.917,815,66043.962,245.083,320,4859,553828.765
2021,Tocopilla,Tocopilla,Antofagasta,1155,13593297.46,3348,1813461.426,1847.582,1012,634433.2505,635.583,2322,1182991.24,1211.999,1155,380670.4765,622.917,679,169881.2206,407,476,210771.4819,215.917,224,4503,2194131.903
2021,Tolten,Cautin,La Araucania,446,18396378.62,455,2815496.288,267.083,182,1082066.638,107.083,270,1737979.719,159.999,391,620314.1936,234.667,268,275047.1905,184.501,123,345242.9741,50.166,130,846,3435810.482
2021,Tome,Concepcion,Biobio,2301,14947664.64,5742,2041210.783,3331.249,2081,733030.1665,1321.083,3653,1311155.4,2010.165,2484,524171.2805,1349.5,1073,234404.4066,630.583,1411,289749.1049,718.916,196,8226,2565382.064
2021,Torres del Paine,ultima Esperanza,Magallanes y de la Antartica Chilena,30,6587895.018,92,1150225.58,50.916,35,501495.6252,10.75,56,650305.2398,40.167,20,295080.2371,8.917,7,133404.0919,2.75,13,161669.8892,6.167,91,112,1445305.817
2021,Tortel,Capitan Prat, Aisen del Gral.Carlos Ibanez del Campo,105,18261974.64,34,2805966.265,8.666,9,1079128.369,3.5,25,1731387.964,5.166,20,605521.5046,7.166,5,263049.1135,0.833,15,342448.3621,6.333,151,54,3411487.77
2021,Traiguen,Malleco,La Araucania,1006,13210384.54,3771,2147960.922,2275.999,1549,834628.4425,1033.833,2220,1316270.064,1242,983,395718.7185,444.832,546,176174.2896,288.083,437,219526.6529,156.749,24,4754,2543679.641
2021,Trehuaco,Itata,nuble,210,18299598.98,389,2807611.542,241.334,76,1079106.577,50.667,313,1733055.033,190.667,145,606297.5766,59.084,58,263651.1545,29.083,87,342622.3931,30.001,262,534,3413909.119
2021,Tucapel,Biobio,Biobio,777,13008156.07,1227,1773600.454,737.166,351,621360.3355,223.5,876,1155214.901,513.667,617,344630.0445,338,341,151074.2006,190.501,276,193538.0709,147.5,88,1844,2118230.499
2021,Valdivia,Valdivia,Los Rios,10234,28079878.13,41238,7112999.332,25490.074,17677,3410304.956,11729.58,23509,3705431.335,13760.494,19822,1623863.07,6986.244,9230,764962.548,3459.413,10592,858900.533,3526.83,255,61060,8736862.402
2021,Vallenar,Huasco,Atacama,3056,7510997.2,6863,932949.193,4110.999,2567,410703.274,1746.999,4276,522245.913,2363.998,4071,338909.973,2111.666,2342,172817.186,1360.583,1729,166092.791,751.083,318,10934,1271859.166
2021,Valparaiso,Valparaiso,Valparaiso,13496,42975798.43,57591,10935649.9,37548.572,23066,4594952.986,15810.33,34370,6343721.924,21737.66,23284,1884512.085,9347.242,10218,794936.732,4481.913,13066,1089085.982,4864.329,199,80875,12820161.99
2021,Vichuquen,Curico,Maule,412,12658153.26,477,1705491.583,262.916,130,589744.2785,72.75,348,1119374.435,190.166,306,323469.3045,117.75,158,134859.7126,75.334,148,188591.8179,42.416,181,783,2028960.888
2021,Victoria,Malleco,La Araucania,1928,15084772.54,7296,2789257.411,4751.998,3386,1211164.276,2276.749,3918,1581012.398,2474.832,2810,618723.4205,1399.748,1340,297230.9596,755.999,1470,321474.6909,643.749,25,10106,3407980.832
2021,Vicuna,Elqui,Coquimbo,1480,14143669.68,7470,2222304.956,3611.665,3199,873581.3575,1663.25,4417,1355762.376,1948.332,1946,465137.6725,1004.666,752,198214.0106,361.417,1194,266905.8929,643.249,319,9416,2687442.629
2021,Vilcun,Cautin,La Araucania,1329,13744589.87,2564,1797041.596,1359.999,613,612929.3365,306.25,1951,1187408.763,1053.75,920,367759.1505,358.5,337,152587.2626,133.167,583,215154.1139,225.333,15,3484,2164800.747
2021,Villa Alegre,Linares,Maule,993,13206579.45,2268,1760218.759,989.582,595,598995.9655,230.583,1670,1164197.577,759,579,322847.3925,257.416,270,134499.1756,141.75,309,188330.4439,115.667,279,2847,2083066.152
2021,Villa Alemana,Marga Marga,Valparaiso,5091,10612466.54,15027,1888129.4,8849.496,6058,915639.207,3981.332,8962,975217.031,4868.164,6146,364457.733,2680.415,3171,179896.455,1516.416,2975,184561.283,1163.999,74,21173,2252587.133
2021,Villarrica,Cautin,La Araucania,4328,12405899.45,12140,1548846.843,7191.497,5172,731987.378,3171.665,7004,821522.286,4017.831,5051,405083.234,2025.498,2222,181540.402,1001.332,2829,223542.841,1024.165,284,17191,1953930.077
2021,Vina del Mar,Valparaiso,Valparaiso,22585,77321234.91,84837,10678882.09,47591.478,30854,3930113.039,18723.243,54230,6788197.944,28867.736,41174,3091217.911,14852.32,19436,1367339.067,7545.494,21738,1723878.854,7306.826,201,126011,13770100
2021,Vitacura,Santiago, Metropolitana de Santiago,13824,102229016,50775,13426585.49,30788.571,20601,4743504.518,12834.162,30051,8698037.798,17954.409,56461,4434160.793,14312.896,28495,2053525.697,7407.074,27966,2380059.577,6904.74,134,107236,17860746.28
2021,Yerbas Buenas,Linares,Maule,1122,13120603.18,2811,2026013.815,1563.833,1267,787118.9135,746.333,1541,1241869.685,817.5,781,371860.5685,395.75,431,156562.9736,256.917,350,215279.8209,138.833,280,3592,2397874.384
2021,Yumbel,Biobio,Biobio,859,12863407.13,1892,1821550.575,1217.583,728,649005.4695,484.249,1156,1175519.89,733.333,991,381218.1305,422.167,544,171236.9596,245.583,447,209963.3989,176.583,116,2883,2202768.706
2021,Yungay,Diguillin,nuble,897,13119240.64,3004,1848109.844,1402.416,1336,664593.5095,612.083,1669,1186943.23,790.25,874,349643.1995,527.166,256,151117.6196,116.833,618,198507.8069,410.333,120,3878,2197753.044
2021,Zapallar,Petorca,Valparaiso,1197,10024871.14,2648,543212.698,1806.666,999,240987.2,730.833,1644,302221.611,1075.833,1818,218332.168,594.832,807,94617.413,274.75,1011,123714.752,320.083,206,4466,761544.866
